subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence
Biochemistry	PLoS_One-5-8-2925883	10.1371/journal.pone.0012316	ITS-180092,Fis-132505|Fis-132504|Fis-132506|Fis-131820|Fis-131461|Fis-131848|Fis-47495|Fis-131459|Fis-132004|Fis-132006|Fis-131502|Fis-132008|Fis-131997|Fis-54691|Fis-131759|Fis-132516|Fis-132001|Fis-131990|Fis-63248|Fis-132558|Fis-131498|Fis-27936|Fis-132553|Fis-127222|Fis-32960|Fis-47368	human,ray	interaction:015:interaction	interactions	Molecular modeling analysis of the binding interactions of bioflavonoids with COX I and II The 3-D structural models of the human COX I and II were successfully built using the  Modeler  program in  InsightII  according to the known  x -ray structures of the sheep COX I (PDB code: 1diy) and mouse COX II (PDB code: 1dcx), respectively, as templates.
Biochemistry	PLoS_One_2011_Feb_17_6(2)_e17101	10.1371/journal.pone.0017101	BIO-nm.5677,BIO-nm.3093,BIO-nm.5677	S. pneumoniae,E. coli,S. pneumoniae	interaction:010:facilitation	facilitates	Importantly, the RecA protein from the Gram-negative bacterium  S. pneumoniae  also facilitates autocatalytic cleavage of the  E. coli  LexA repressor  in vitro , despite the fact that there is no LexA protein in the  S. pneumoniae  genome  [22] .
Biochemistry	PLoS_ONE-4-2-2635471	10.1371/journal.pone.0004413	ITS-55320,ITS-751890|Mus-Syn-7833|SF-359769|BIO-nm.9624|Kew-184371|Myr-2026363|Dip-Syn-6863|Fis-118994|SF-104750|URM-M-1352|ITS-733032|Kew-181468|Kew-266088|ILD-4877|Fis-114219|Alg-48323|URM-Sc-472|SF-471413|Lep-119049.0	S. mansoni,S. japonicum	interaction:005:parasitism	parasite	Considered a ‘neglected tropical disease (NTD)’  [2]  for which, traditionally, there has been little in the way of a concerted drug discovery program, three major species of the flatworm parasite are responsible for disease in sub-Saharan Africa ( Schistosoma mansoni ,  S. haematobium ), South America ( S. mansoni ) and parts of China and South-East Asia ( S. japonicum )  [1] .
Biochemistry	PLoS_ONE-4-2-2635471	10.1371/journal.pone.0004413	Dip-Syn-20123,ITS-63332	Drosophila melanogaster,Caenorhabditis elegans	interaction:005:parasitism,interaction:027:impairing	parasite,impaired	Our approach was to mine the proteomes of the model organisms  Drosophila melanogaster  and  Caenorhabditis elegans  for proteins with clear sequence similarities to those in the parasite in order to identify those experimentally proven as essential, i.e., targeted gene disruption produces deleterious phenotypes (e.g. lethal, paralyzed, impaired of motility) in both model organisms.
Biochemistry	PLoS_ONE_2008_Feb_20_3(2)_e1624	10.1371/journal.pone.0001624	Tic-802|Tic-806,Tic-1997-806,Tic-340-806	cattle tick,Boophilus microplus,Rhipicephalus microplus	interaction:005:parasitism	parasites	The cattle tick  Boophilus microplus  (Acari: Ixodidae; recently re-classified as  Rhipicephalus microplus ) is one of the most widely distributed parasites of farm animals, causing an important economic impact both due to blood and milk losses and leather damage, and because it is a vector of major protozoan pathogens  [27] .
Biochemistry	PLoS_ONE_2008_Feb_20_3(2)_e1624	10.1371/journal.pone.0001624	Fis-26185,Tic-1997-806	cows,B. microplus	interaction:005:parasitism	parasite	It is also worth mentioning that immunization of cows with salivary gland preparations from  B. microplus  reduced babesiosis  [51] , pointing to the immunological potential of proteins secreted by this parasite.
Biochemistry	PLoS_One_2010_Nov_12_5(11)_e15460	10.1371/journal.pone.0015460	ITS-63332,ITS-180092	C. elegans,human	interaction:020:limiting,interaction:006:affecting	limited,affect	As a test of our  C. elegans  screening strategy, we performed a limited drug screen for compounds that affect accumulation of the misfolded human serpin, α1-antitrypin (sGFP::ATZ).
Biochemistry	PLoS_One-4-10-2741203	10.1371/journal.pone.0007113	ITS-180092,BIO-nm.3093	Human,E. coli	interaction:011:exclusion	exclusion	Results Substrate screening of CBR3 and comparison to CBR1 Human CBR3 was expressed as N-terminally His 6 -tagged protein in  E. coli  and purified to apparent homogeneity by consecutive chromatographic steps comprising immobilized metal affinity and size-exclusion chromatography.
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19304	10.1371/journal.pone.0019304	Fis-51983,ITS-180092	L. donovani,human	interaction:005:parasitism	parasite	Nucleotide BLAST analysis after sequencing of PCR products obtained from clinical samples, as well as from parasite isolates, revealed that there was 100% identity with the 18S rRNA gene of  L. donovani  and no identity to human rRNA or  Plasmodium sp ,  Mycobacterium  etc.
Biochemistry	PLoS_One-5-12-3004852	10.1371/journal.pone.0015258	Fis-126952|Fis-128352|Fis-124873|Fis-125371|Fis-124870|Fis-112736|Fis-125423|Fis-139437|Fis-138202|Fis-35149|Fis-138221|Fis-129376|Fis-28486|Fis-28700|Fis-28662|Fis-53919|Fis-154278|Fis-28681|Fis-153450|Fis-138236|Fis-125431|Fis-129386|Fis-35136|Fis-153448|Fis-112770|Fis-129366|Fis-125037|Fis-124878,ITS-180092	tetra,human	interaction:015:interaction	interactions	Consistent with the results of thrombin inhibition assays, only the tetra mutant showed interactions with human α- thrombin with dissociation constant (Kd) of 4 µM ( Figure 7 ).
Biochemistry	PLoS_One_2010_Sep_23_5(9)_e12938	10.1371/journal.pone.0012938	ITS-63332,ITS-180092,ITS-63332	C. elegans,humans,C. elegans	interaction:019:poisoning	poisoning	Because  C. elegans  HMT-1 (CeHMT-1) is expressed in liver-like cells, the coelomocytes, as well as head neurons and intestinal cells, which are the cell types that are affected by heavy metal poisoning in humans  [7] , we have used  C. elegans  as a model system for identifying functional domains of HMT-1 expecting that our studies will provide insights into the function of equivalent domains in HMTs in higher animals.
Biochemistry	PLoS_One_2010_Sep_23_5(9)_e12938	10.1371/journal.pone.0012938	ITS-63332,Mus-338|ITS-184488|Mus-Syn-1061|ITS-23041|ITS-754321	C. elegans,A. thaliana	interaction:015:interaction	interactions	As would be expected for membrane proteins participating in different biological processes, interactions did not occur between  C. elegans  HMT-1 and  A. thaliana  KAT-1, regardless of the vector combination used in the study ( Fig. 2C ).
Biochemistry	PLoS_One_2011_Apr_6_6(4)_e18342	10.1371/journal.pone.0018342	ITS-180092,BIO-nm.3093	human,E. coli	interaction:023:host	hosts	Testing the Diversity of Protein Domain Pairings To assess the diversity of pairings that could be produced through sortase-catalyzed fusion reactions, we generated GGG- and LPETGX n  derivatives of a variety of representative modular domains, including enzymes (gelonin), antibodies (IgG, Fab), fluorescent protein (GFP), and cell surface and blood proteins (A33 antigen and human serum albumin) ( Fig. 2 ), produced in a range of hosts, including E. coli, yeast, and mammalian cells.
Biochemistry	PLoS_ONE_2008_Sep_16_3(9)_e3217	10.1371/journal.pone.0003217	BIO-nm.3093,Fis-122288,ITS-665388,BIO-nm.3093	Escherichia coli,frog,Rana nigrovittata,E. coli	interaction:025:killing,interaction:025:killing	killing,killing	Bacteria killing kinetics In vitro  bacteria killing kinetics of cathelicidin-BF, ICS (its minimal inhibitory concentration (MIC) for  Escherichia coli  08A866 is 0.15 µg/ml), and HDW (an antimicrobial peptide from the frog of  Rana nigrovittata , with a amino acid sequence of FIGPVLKIATSILPTAICKIFKKC, its MIC for  E. coli  08A866 is 18.7 µg/ml), respectively, were determined according to the methods described by Mygind  et al   [43] .
Biochemistry	PLoS_ONE_2008_Sep_16_3(9)_e3217	10.1371/journal.pone.0003217	SF-191719|Phyto-347|SF-308709|Myr-2033551|Wtx-54049|SF-146163|SF-326348|Myr-2044679,Alg-36488|SF-344322|SF-172545|Ast-Syn-20223|Kew-36779|Kew-53201|Eum-1705|Fis-64343|Eum-1704|URM-Cn-9601|Alg-21220|Alg-28000|Alg-41399|Kew-224140|SF-374394|Eum-1560|SF-231910	A. terreus,C. globosum	interaction:025:killing	kill	Cathelicidin-BF's obvious ability to kill some saprophytic fungus such as  A. terreus ,  A. niculans  and  C. globosum  is also very interesting.
Biochemistry	PLoS_One_2011_Apr_18_6(4)_e18329	10.1371/journal.pone.0018329	ITS-180092,SF-163963,SF-163963	human,S. cerevisiae,S. cerevisiae	interaction:015:interaction	interactions	Residues involved in hydrophobic (blue spheres) and in                            electrostatic/H-bond (red spheres) interactions are shown for: (A) human                            cytochrome c and Bcl-x L , (B) cytochrome c 552  and                            cytochrome c oxidase, (C)  S. cerevisiae  cytochrome c                            and cytochrome bc 1 , (D)  S. cerevisiae                             cytochrome c and cytochrome c peroxidase adducts.
Biochemistry	PLoS_ONE_2008_Aug_21_3(8)_e3025	10.1371/journal.pone.0003025	Fis-112352,Fis-112352,ITS-180092	New Zealand,New Zealand,humans	interaction:022:hybridising	hybrid	The New Zealand Black [H–2 d2 ] × New Zealand White [H–2 z ] [NZBxNZW]F 1  hybrid mouse is genetically predisposed to develop autoimmune disease, which resembles SLE in humans.
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e21406	10.1371/journal.pone.0021406	Fis-29501,Fis-29501,Fis-29501,Fis-22919,Fis-22921	salmon,parr,smolt,O. mykiss,O. tshawytscha	interaction:014:eating	consuming	2.3 Effect of consuming cured eggs on the survival of juvenile salmon We evaluated the effects of the cured eggs on two lifestages (parr and smolt) and in two species ( O. mykiss  and  O. tshawytscha ).
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e21406	10.1371/journal.pone.0021406	Fis-22919,Fis-29501,Fis-29501	steelhead,smolts,parr	interaction:014:eating	consumption	Similarly, consumption of cures 2, 3, and 5 was associated with a significant increased in mortality (P<0.05, Tukey's pairwise comparison) in steelhead smolts, but not parr ( Fig. 1 ).
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e21406	10.1371/journal.pone.0021406	Fis-22921,Fis-29501	Chinook,parr	interaction:014:eating	fed	Spring Chinook parr that consumed cures 1 and 3 had significantly greater mortality than the groups fed pellets (P<0.05, Tukey's Pairwise comparison) ( Fig. 2 ).
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e21406	10.1371/journal.pone.0021406	Fis-22921,Fis-29501	Chinook,smolts	interaction:014:eating	consumption	Similarly, consumption of cures 1, 3, and 5 was associated with a significant increase in mortality (P<0.05, Tukey's pairwise comparison) in the spring Chinook smolts ( Fig. 2 ).
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e21406	10.1371/journal.pone.0021406	Fis-22919,Fis-29501,Fis-29501,Fis-29501,Fis-29501	steelhead,parr,smolts,salmon,salmon	interaction:014:eating	fed	Juvenile steelhead parr or smolts were fed for 23 d with pellets, salmon eggs (- control), or salmon eggs cured with 1 of 4 or 5 commercially available cures.
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e21406	10.1371/journal.pone.0021406	Fis-22921,Fis-29501,Fis-29501,Fis-29501,Fis-29501	Chinook,parr,smolts,salmon,salmon	interaction:014:eating	fed	Juvenile juvenile spring Chinook parr or smolts were fed for 23 d with pellets, salmon eggs (- control), or salmon eggs cured with 1 of 4 or 5 commercially available cures.
Biochemistry	PLoS_One_2011_Jun_27_6(6)_e21406	10.1371/journal.pone.0021406	Fis-22921,Fis-22919,Fis-29501,Fis-29501	Chinook,steelhead,parr,smolts	interaction:014:eating,interaction:014:eating	fed,fed	Juvenile Chinook and steelhead parr and smolts were fed cured eggs for a period of 23 d. We calculated cumulative mortality by summing the number of fish that died each day for all treatment groups (calculated separately for each lifestage and species) fed cured eggs and dividing this by the total number of fish that died during the 23 d period.
Biochemistry	PLoS_One_2011_May_24_6(5)_e19813	10.1371/journal.pone.0019813	BIO-nm.7774,BIO-nm.7775	C. psittaci,C. abortus	interaction:024:relationship	relationship	The same close evolutionary relationship between  C. psittaci  and  C. abortus  was recovered by ML and Bayesian analyses.
Biochemistry	PLoS_One_2011_May_24_6(5)_e19813	10.1371/journal.pone.0019813	BIO-nm.7775,BIO-nm.7776|NZ-2574,BIO-nm.7775,BIO-nm.7774	C. abortus,C. caviae,C. abortus,C. psittaci	interaction:006:affecting	affect	Other plesiomorphic characters shared by  C. abortus  and  C. caviae  at positions where nucleotide differences between  C. abortus  and  C. psittaci  occur ( Table 2 ) could further intensify the branch attraction and affect the tree topology.
Biochemistry	PLoS_One-5-4-2848575	10.1371/journal.pone.0009934	BIO-nm.3093,ITS-180092	E. coli,human	interaction:006:affecting	affect	Furthermore, 4-OHT did not affect the ATPase activity (maybe caused a slight inhibition) of other unrelated chaperones such as  E. coli  ClpX and human Hsp70 ( Figure 2C,D ).
Biochemistry	PLoS_One-5-6-2886109	10.1371/journal.pone.0010919	BIO-nm.6189,BIO-nm.5677	C. diphtheriae,S. pneumoniae	interaction:023:host	host	Therefore, as in the case of  C. diphtheriae  the most probable scenario for the pilus of  S. pneumoniae  is the one that contemplate the presence of the major ancillary protein RrgA at the distal tip where it could be more available for adhesion, whereas the RrgB backbone provides the structure with the elasticity required to reach the host cell receptors.
Biochemistry	PLoS_One_2011_Feb_23_6(2)_e17383	10.1371/journal.pone.0017383	BIO-nm.3445,BIO-nm.3398	Mannheimia haemolytica,Actinobacillus actinomycetemcomitans	interaction:019:poisoning	toxins	The requirement of lipid microdomains for the cytotoxity induced by various RTX toxins, particularly leukotoxins from  Mannheimia haemolytica  and  Actinobacillus actinomycetemcomitans,  has been pointed out in the last few years  [18] ,  [19] .
Biochemistry	PLoS_One_2011_Feb_18_6(2)_e16600	10.1371/journal.pone.0016600	BIO-nm.72,SF-163963	Sulfolobus solfataricus,Saccharomyces cerevisiae	interaction:015:interaction	interaction	Flexibility seems to be a requirement on the PCNA ligand side as well: in the  Sulfolobus solfataricus  DNA ligase-PCNA complex, the interaction occurs via a PIP motif (Q-X-X-I/L/M-X-X-Y/F-Y/F, present in many PCNA-interacting proteins  [10] ) located in a flexible loop of the ligase  [31] , while the N-terminus of  Saccharomyces cerevisiae  Msh6, a protein of the Mut-s complex that recognizes sites of DNA mismatch, was shown to be an unstructured tether to PCNA  [35] .
Biochemistry	PLoS_One_2011_Feb_16_6(2)_e16779	10.1371/journal.pone.0016779	Fis-25237,BIO-nm.198|BIO-nm.6377|Alg-11469|Alg-38463,BIO-sp2-1137	zebrafish,M. marinum,M. tuberculosis	interaction:023:host	hosts	An ectotherm, the zebrafish is one of the natural hosts of  M. marinum , the closest relative of the  M. tuberculosis  complex  [19] .
Biochemistry	PLoS_One_2011_Feb_16_6(2)_e16779	10.1371/journal.pone.0016779	Fis-25237,ITS-180092,ITS-180092	zebrafish,human,human	interaction:023:host,interaction:015:interaction	host,interaction	Another example of the use of zebrafish larvae to uncover a host-pathogen interaction relevant to human mycobacterial infection is the recent forward genetic screen by Tobin and Ramakrishnan, who mapped a hypersusceptibility mutation to the leukotriene biosynthesis gene,  lta4h , and showed that heterozygosity at the  LTA4H  locus correlated with susceptibility of human populations to both TB and leprosy  [28] .
Biochemistry	PLoS_ONE_2008_Feb_27_3(2)_e1694	10.1371/journal.pone.0001694	SF-335540,BIO-nm.3335,BIO-nm.1415,BIO-nm.1311,BIO-sp2-1564,BIO-nm.2209,BIO-nm.2213,BIO-nm.2391,BIO-sp2-953,ITS-180092	P. amoebophila,S. glossinidius,M. loti,A. tumefaciens,P. syringae,X. campestris,X. axonopodis,C. burnetii,L. pneumophila,human	interaction:002:symbiosis	symbionts	For example,  P. amoebophila, S. glossinidius  and  M. loti  are symbionts of amoeba, insects and plants;  A. tumefaciens, R. Solanacearum, P. syringae, X. campestris  and  X. axonopodis  are plant pathogens and  C. burnetii  and  L. pneumophila  are human pathogens.
Biochemistry	PLoS_ONE_2008_Feb_27_3(2)_e1694	10.1371/journal.pone.0001694	BIO-nm.1415,BIO-nm.1311,BIO-nm.1683	M. loti,A. tumefaciens,R. solanacearum	interaction:023:host	host	Finally, for several of these F-box-containing bacterial proteins injection into their host cells (via specialised bacterial secretion systems) has been proven ( M. loti, A. tumefaciens, R. solanacearum )  [16] – [18]  or predicted ( L. pneumophilae )  [8] .
Biochemistry	PLoS_ONE_2008_Feb_27_3(2)_e1694	10.1371/journal.pone.0001694	BIO-sp2-953,BIO-nm.8813,BIO-nm.1683,SF-256187,SF-310265	Legionella pneumophila,Rhodopirellula baltica,Ralstonia solanacearum,Candida albicans,Candida glabrata	interaction:005:parasitism	parasitic	The updated CC-LRR subfamily includes many proteins from bacteria ( Gemmata sp., Parachlamydia sp., Legionella pneumophila, Rhodopirellula baltica, Ralstonia solanacearum),  protista  (Entamoeba histolytica, Leishmania, Trypanosoma, Dictyostelium)  and fungi ( Cryptococcus, Candida albicans, Candida glabrata, Neurospora ), among which many are parasitic organisms colonizing plants and animals.
Biochemistry	PLoS_ONE_2008_Feb_27_3(2)_e1694	10.1371/journal.pone.0001694	BIO-nm.1683,Mus-338|ITS-184488|Mus-Syn-1061|ITS-23041|ITS-754321	R. solanacearum,A. thaliana	interaction:023:host	host	This suggests that the GALA proteins, probable E3-ubiquitin ligase adaptors, necessary for the virulence of  R. solanacearum  on its host plants, could bind their potential protein ligand on the convex side of the LRR domains, similarly to the  A. thaliana  TIR1 F-box type E3 ubiquitin ligase  [33] .
Biochemistry	PLoS_One_2011_Jan_5_6(1)_e15926	10.1371/journal.pone.0015926	BIO-nm.7824,ITS-180092	B. garinii,human	interaction:025:killing	killing	Therefore, we utilized a  B. garinii  killing assay  [8]  to investigate whether rP8, rP19 and rP23 were able to protect spirochetes from or inhibit the human complement system.
Biochemistry	PLoS_One_2011_Jan_5_6(1)_e15926	10.1371/journal.pone.0015926	BIO-nm.7824,BIO-nm.7824,BIO-nm.7818	B. garinii,B. garinii,B. burgdorferi	interaction:025:killing	killing	To investigate the three proteins for anti-complement activity we used a  B. garinii  killing assay, since  B. garinii  is a serum sensitive strain compared to  B. burgdorferi  sensu stricto  [8] ,  [31] .
Biochemistry	PLoS_One_2011_Jan_5_6(1)_e15926	10.1371/journal.pone.0015926	BIO-nm.7824,ITS-180092	B. garinii,human	interaction:025:killing,interaction:026:attacking,interaction:025:killing	killed,attack,killing	We have previously demonstrated that the serum-sensitive  B. garinii  A87S strain is killed by the human complement system after formation of the C5b-9 membrane attack complex and that  Ixodes  Salp15 provided protection against this complement-mediated killing  [8] .
Biochemistry	PLoS_One-5-5-2877116	10.1371/journal.pone.0010608	BIO-nm.6189,BIO-nm.6277,BIO-nm.6232,BIO-nm.6313,BIO-sp2-1137,BIO-nm.6372	Corynebacterium diphtheriae,Corynebacterium urealyticum,Corynebacterium jeikeium,Mycobacterium abscessus,Mycobacterium tuberculosis,Mycobacterium leprae	interaction:019:poisoning	toxin	Other members from genus  Corynebactrium  belonging to same order are  Corynebacterium diphtheriae  which produces diphtheria toxin and causes the symptoms of diphtheria  [67] ,  Corynebacterium urealyticum  which causes urinary tract infection  [68] , multiresistant nosocomial pathogen  Corynebacterium jeikeium   [69] ,  Mycobacterium abscessus  which causes skin, soft tissue and pulmonary infections  [70] ,  Mycobacterium tuberculosis  causing tuberculosis  [71]  and an unculturable obligate pathogen  Mycobacterium leprae  which is responsible for causing leprosy  [72] .
Biochemistry	PLoS_One_2011_Apr_7_6(4)_e18514	10.1371/journal.pone.0018514	ITS-562929|Cer-S-157421|Neu-10771|Dip-49191|Fis-1165|Alg-53016|ITS-70551|Ara-002440|Fis-25070|Dip-Syn-79192|Dip-Syn-49953|ITS-100298|Kew-186831|Kew-356586|Cha-Syn-1227|Kew-184931|BIO-nm.6874|ITS-553029|Kew-188519|Fis-129751|Fis-129752|ITS-36091|ITS-521467|Ast-Syn-10236|Fis-154973|BIO-sp2-1724|Cer-17394|Dip-Syn-28381|Dip-179809,SF-114484|Alg-24646|MSF-1488|SF-140619|SF-398632|Scr-19-.03-.06-.01-.019-.026-.001-.-|SF-354424|SF-414009|Lep-268195.0|Cer-S-117297|SF-181999|Cer-S-121990|BIO-nm.2553|Lep-60836.0	S. aureus,P. aeruginosa	interaction:015:interaction	interactions	This demonstrated that A101 inhibiting celll-surface interactions occurred on  S. aureus  RN6390, but not on  P. aeruginosa  FRD1.
Biochemistry	PLoS_One_2011_Apr_7_6(4)_e18514	10.1371/journal.pone.0018514	SF-114484|Alg-24646|MSF-1488|SF-140619|SF-398632|Scr-19-.03-.06-.01-.019-.026-.001-.-|SF-354424|SF-414009|Lep-268195.0|Cer-S-117297|SF-181999|Cer-S-121990|BIO-nm.2553|Lep-60836.0,ITS-562929|Cer-S-157421|Neu-10771|Dip-49191|Fis-1165|Alg-53016|ITS-70551|Ara-002440|Fis-25070|Dip-Syn-79192|Dip-Syn-49953|ITS-100298|Kew-186831|Kew-356586|Cha-Syn-1227|Kew-184931|BIO-nm.6874|ITS-553029|Kew-188519|Fis-129751|Fis-129752|ITS-36091|ITS-521467|Ast-Syn-10236|Fis-154973|BIO-sp2-1724|Cer-17394|Dip-Syn-28381|Dip-179809	P. aeruginosa,S. aureus	interaction:015:interaction	interactions	However, when A101 was present in medium, the aggregates of  P. aeruginosa  FRD1 and  S. aureus  RN6390 were powerfully decreased ( Figure 8B  Right), suggesting that A101 was able to interfere with the cell-cell interactions and inhibit multicellular aggregates formation of the both strains.
Biochemistry	PLoS_ONE_2007_Jul_18_2(7)_e623	10.1371/journal.pone.0000623	ITS-180092,Bra-Pho-128548,URM-M-1455	human,horseshoe,Tachypleus tridentatus	interaction:023:host	host	Discussion The role of fibrinogen in the human immune defense is not well explored but in some lower invertebrates like the horseshoe crab  Tachypleus tridentatus  a fibrinogen functional analogue, coagulogen, is regarded as a contributor to host defense.
Biochemistry	PLoS_One_2011_Mar_29_6(3)_e18095	10.1371/journal.pone.0018095	BIO-nm.7767,ITS-180092,ITS-180092,SF-407970|Kew-204153|Mus-Syn-8570|BIO-nm.7858|Cha-Syn-18606|Dip-Syn-85059|Dip-48973|Kew-201186|Ast-Syn-807|ILD-5529|Alg-17451|Dip-97234|Ple-Syn-582|SF-370762	C. trachomatis,human,human,T. pallidum	interaction:011:exclusion	excluded	Approved donors had been examined and excluded if they had a predisposition to certain inheritable diseases ( http://dk.cryosinternational.com/clinics/screening.aspx ), previous known genital infections, current infection of  C. trachomatis  or  N. gonorrhoae  (swab), or sero-positivity towards human immunodeficiency virus type1 and 2, human T-cell lymphotropic virus type 1 and 2, hepatitis B and C, and  T. pallidum .
Biochemistry	PLoS_One_2011_Feb_28_6(2)_e17102	10.1371/journal.pone.0017102	ITS-180092,OSF-S-13509|Dip-49169|OSF-S-13906|ITS-724306|Wtx-64341	human,P. vivax	interaction:012:invasion,interaction:015:interaction	invades,interaction	P.vivax  primarily invades Duffy positive human erythrocytes, which is mediated by the interaction of the  P. vivax  Duffy binding protein (PvDBP) with the Duffy antigen (DARC)  [2] – [4] .
Biochemistry	PLoS_One-5-12-3011011	10.1371/journal.pone.0015648	SF-303634,ITS-180092	Pichia pastoris,human	interaction:015:interaction	interactions	In addition the yeast  Pichia pastoris  has recently been engineered to have human-like glycosylation patterns  [31]  and may have a secretory pathway better suited to discovering novel mammalian secretome protein-protein interactions  [32] .
Biochemistry	PLoS_One-5-2-2828483	10.1371/journal.pone.0009435	ITS-180092,BIO-nm.1381,BIO-nm.1386|BIO-nm.7987|BIO-nm.7711,BIO-nm.1382,Fis-125529|ITS-180722	humans,B. melitensis,B. suis,B. abortus,pigs	interaction:023:host	host	The most pathogenic species for humans are  B. melitensis ,  B. suis  and  B. abortus  whose preferred host are goats, pigs and cattle respectively.
Biochemistry	PLoS_One-5-2-2828483	10.1371/journal.pone.0009435	BIO-nm.1346,BIO-nm.1382	Sinorhizobium meliloti,B. abortus	interaction:002:symbiosis,interaction:002:symbiosis	symbiosis,symbiont	Two recent discoveries involving flavins in virulence and symbiosis in Rhizobiales have raised particular interest: Taga  et al. demonstrated that in the symbiont  Sinorhizobium meliloti  the last step of biosynthesis of vitamin B12 is based on the fragmentation of FMN through the flavin destructase BluB, and Swartz  et al. demonstrated that  B. abortus  contains a light-activated histidine kinase that binds a flavin chromophore and undergoes photochemistry indicative of cysteinyl-flavin adduct formation.
Biochemistry	PLoS_One-5-2-2828483	10.1371/journal.pone.0009435	BIO-nm.1393,BIO-sp2-1564	Ochrobactrum anthropi,Pseudomonas syringae	interaction:002:symbiosis	symbionts	Many plant symbionts like  Rhizobium ,  Sinorhizobium ,  Mesorhizobium and Bradyrhizobium spp. and some pathogens like  Ochrobactrum anthropi ,  Pseudomonas syringae pv.
Biochemistry	PLoS_One-5-2-2828483	10.1371/journal.pone.0009435	BIO-nm.3093,BIO-nm.1382	E. coli,B. abortus	interaction:021:mating	mating	Conjugation by biparental mating E. coli  S17-1  [33]  donor strain and  B. abortus  strains were cultured separately, cells were harvested during the exponential phase and 1 ml of each culture was pelleted and washed twice with TSB.
Biochemistry	PLoS_ONE_2009_Apr_17_4(4)_e5285	10.1371/journal.pone.0005285	BIO-sp2-1724,SF-114484|Alg-24646|MSF-1488|SF-140619|SF-398632|Scr-19-.03-.06-.01-.019-.026-.001-.-|SF-354424|SF-414009|Lep-268195.0|Cer-S-117297|SF-181999|Cer-S-121990|BIO-nm.2553|Lep-60836.0	S. aureus,P. aeruginosa	interaction:006:affecting	affect	In addition, end-tagging does not detrimentally affect proteolytic stability of AMPs ( Figure 5A ), a factor of importance for bactericidal potency on  S. aureus ,  P. aeruginosa  and other bacteria excreting proteolytic enzymes  [4] .
Biochemistry	PLoS_One_2010_Feb_22_5(2)_e9354	10.1371/journal.pone.0009354	Fis-22208,BIO-nm.3093	amber,E. coli	interaction:006:affecting	affect	This GFP151TAG mutant provides a rapid qualitative assay of amber-suppression efficiency in  E. coli ; it has been demonstrated previously that at position Tyr151 introduction of unnatural amino acids does not interfere with the fluorophore or affect the correct folding of the protein  [17] .
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19207	10.1371/journal.pone.0019207	BIO-nm.3833,ITS-180092	Helicobacter pylori,human	interaction:006:affecting	affects	In  Helicobacter pylori , the gram-negative pathogen that affects about half of the human population, this task is accomplished by a peptidoglycan deactelyase coded by gene  hp0310   [4] ,  [5] .
Biochemistry	PLoS_One_2010_Mar_16_5(3)_e9716	10.1371/journal.pone.0009716	BIO-nm.3833,ITS-180092	H. pylori,human	interaction:020:limiting	limited	Although it seems clear, at least from  in vitro  studies, that  H. pylori  products can enter epithelial cells, at present there is limited  in vivo  evidence concerning their internalization and intracellular fate in human gastric epithelium.
Biochemistry	PLoS_One_2010_Mar_16_5(3)_e9716	10.1371/journal.pone.0009716	BIO-nm.3833,ITS-180092	H. pylori,human	interaction:023:host	host	Thus, thorough reinvestigation of  H. pylori -infected human gastric epithelium seemed to be warranted so as to gain more evidence on possible cellular accumulation of bacterial products, their intracellular fate and pertinent host cell responses.
Biochemistry	PLoS_One_2010_Aug_17_5(8)_e12241	10.1371/journal.pone.0012241	BIO-nm.3093,ITS-180092	E. coli,human	interaction:015:interaction	interactions	We propose that the insufficient rescue of  E. coli  sensitivity to oxidizing agents by WT and mutant APE1 proteins might be due to a different intracellular environment and/or absence of specific protein-protein interactions in the bacterial cells, as opposed to human cells.
Biochemistry	PLoS_One_2011_Aug_10_6(8)_e23325	10.1371/journal.pone.0023325	BIO-nm.2858,BIO-nm.2858,BIO-nm.3093	M. lipolyticus,M. lipolyticus,E. coli	interaction:023:host	host	Construction and screening of a genomic library of  M. lipolyticus To construct the library of  M. lipolyticus  we used the plasmid pHC79 as cloning vector  [19]  and  E. coli  XL1-Blue as the host strain.
Biochemistry	PLoS_One_2011_Aug_10_6(8)_e23325	10.1371/journal.pone.0023325	BIO-nm.2858,BIO-nm.3093	M. lipolyticus,E. coli	interaction:023:host	host	The library contained an estimated 20,000  M. lipolyticus  clones in the  E. coli  host strain.
Biochemistry	PLoS_ONE-3-11-2583947	10.1371/journal.pone.0003764	BIO-nm.3991,Fis-125529|ITS-180722	C. perfringens,pigs	interaction:019:poisoning	toxin	This toxin was purified from a  C. perfringens  type C strain and characterized as a basic (pI 9.1) 42 kDa protein which specifically hemolyzes erythrocytes from even-toed ungulates (sheep, goats and pigs)  [2] .
