subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence	Good data	Notes
Ecology	PLoS_One-5-7-2908118	10.1371/journal.pone.0011635	ITS-187743,Lep-283628.0|ILD-19740-16046|ILD-24159-21138|Coc-5238|Kew-36706|Kew-346536|Wtx-31826|Ros-26307|Por-178449|OSF-7142|ITS-72616|ILD-8766-7464|Ast-Syn-22948|Ast-Syn-8254|Ast-Syn-22947|Coc-4976|Dip-179958|Kew-331514|IOP-590261|Scr-1857-01-.01-.01-.00-.156-.000-.021-.-|Dip-17328|Scr-1901-01-.01-.01-.00-.156-.000-.021-.-|Dip-Syn-79048|Kew-303279|Kew-44981|Wtx-14625|Kew-53562|Ast-Syn-30173|Ros-39004|ILD-21682|Ast-22889|ITS-187742|Kew-38742|Ast-Syn-20031|IOP-575107|ICH-90205496|ITS-765415|Lep-195868.0|ILD-20745-16676|Zyg-311143|Lep-53987.0|Kew-364273|Lep-70525.0|Fis-128192|Ast-3931|Fis-29341|Kew-47863|Dip-132595|Coc-9149|Fis-148031|Kew-35126|ICH-90227944|Scr-19-.03-.06-.01-.003-.001-.003-.-|Cer-S-33305|Kew-35125|ITS-501140|Kew-303047|Ast-Syn-27743|Cer-S-27549|OSF-S-15289|Kew-302126|Dip-Syn-161572|IOP-588728|Kew-301882|OSF-7292|ITS-70329|Cha-4106|ITS-559301|Cer-27033|Fis-162591|Wtx-19461|ILD-21991|ITS-176009|Cer-S-43236|Kew-49606|OSF-26842|Kew-49607|Kew-34942|Kew-34941|Fis-134959|Kew-234581|Psy-3208|Fis-475|ITS-95623|Ast-Syn-33226|Ast-Syn-29170|Cer-S-32992|ITS-599532|Fis-145181|ICH-90221445|Fis-138132|Dip-137289|Dip-193297|FLO-t14035|PSF-S-2083|Lep-182714.0|Kew-34312|Ast-Syn-32915|OSF-26630|ICH-90194563|Lep-233568.0|Cer-S-39871|Lep-182151.0|Kew-225493|Por-170054|Kew-225492|Lep-67742.0|OSF-S-15730|Cha-Syn-15177|Dip-139847|Kew-223856|Alg-56295|Ros-44283|Dip-Syn-11919|Cer-S-132248|Fis-62372|ITS-198968|Ros-19741|Lep-159225.0|Lep-181635.0,Cha-1257,Lep-283628.0|ILD-19740-16046|ILD-24159-21138|Coc-5238|Kew-36706|Kew-346536|Wtx-31826|Ros-26307|Por-178449|OSF-7142|ITS-72616|ILD-8766-7464|Ast-Syn-22948|Ast-Syn-8254|Ast-Syn-22947|Coc-4976|Dip-179958|Kew-331514|IOP-590261|Scr-1857-01-.01-.01-.00-.156-.000-.021-.-|Dip-17328|Scr-1901-01-.01-.01-.00-.156-.000-.021-.-|Dip-Syn-79048|Kew-303279|Kew-44981|Wtx-14625|Kew-53562|Ast-Syn-30173|Ros-39004|ILD-21682|Ast-22889|ITS-187742|Kew-38742|Ast-Syn-20031|IOP-575107|ICH-90205496|ITS-765415|Lep-195868.0|ILD-20745-16676|Zyg-311143|Lep-53987.0|Kew-364273|Lep-70525.0|Fis-128192|Ast-3931|Fis-29341|Kew-47863|Dip-132595|Coc-9149|Fis-148031|Kew-35126|ICH-90227944|Scr-19-.03-.06-.01-.003-.001-.003-.-|Cer-S-33305|Kew-35125|ITS-501140|Kew-303047|Ast-Syn-27743|Cer-S-27549|OSF-S-15289|Kew-302126|Dip-Syn-161572|IOP-588728|Kew-301882|OSF-7292|ITS-70329|Cha-4106|ITS-559301|Cer-27033|Fis-162591|Wtx-19461|ILD-21991|ITS-176009|Cer-S-43236|Kew-49606|OSF-26842|Kew-49607|Kew-34942|Kew-34941|Fis-134959|Kew-234581|Psy-3208|Fis-475|ITS-95623|Ast-Syn-33226|Ast-Syn-29170|Cer-S-32992|ITS-599532|Fis-145181|ICH-90221445|Fis-138132|Dip-137289|Dip-193297|FLO-t14035|PSF-S-2083|Lep-182714.0|Kew-34312|Ast-Syn-32915|OSF-26630|ICH-90194563|Lep-233568.0|Cer-S-39871|Lep-182151.0|Kew-225493|Por-170054|Kew-225492|Lep-67742.0|OSF-S-15730|Cha-Syn-15177|Dip-139847|Kew-223856|Alg-56295|Ros-44283|Dip-Syn-11919|Cer-S-132248|Fis-62372|ITS-198968|Ros-19741|Lep-159225.0|Lep-181635.0,ITS-187743,Lep-283628.0|ILD-19740-16046|ILD-24159-21138|Coc-5238|Kew-36706|Kew-346536|Wtx-31826|Ros-26307|Por-178449|OSF-7142|ITS-72616|ILD-8766-7464|Ast-Syn-22948|Ast-Syn-8254|Ast-Syn-22947|Coc-4976|Dip-179958|Kew-331514|IOP-590261|Scr-1857-01-.01-.01-.00-.156-.000-.021-.-|Dip-17328|Scr-1901-01-.01-.01-.00-.156-.000-.021-.-|Dip-Syn-79048|Kew-303279|Kew-44981|Wtx-14625|Kew-53562|Ast-Syn-30173|Ros-39004|ILD-21682|Ast-22889|ITS-187742|Kew-38742|Ast-Syn-20031|IOP-575107|ICH-90205496|ITS-765415|Lep-195868.0|ILD-20745-16676|Zyg-311143|Lep-53987.0|Kew-364273|Lep-70525.0|Fis-128192|Ast-3931|Fis-29341|Kew-47863|Dip-132595|Coc-9149|Fis-148031|Kew-35126|ICH-90227944|Scr-19-.03-.06-.01-.003-.001-.003-.-|Cer-S-33305|Kew-35125|ITS-501140|Kew-303047|Ast-Syn-27743|Cer-S-27549|OSF-S-15289|Kew-302126|Dip-Syn-161572|IOP-588728|Kew-301882|OSF-7292|ITS-70329|Cha-4106|ITS-559301|Cer-27033|Fis-162591|Wtx-19461|ILD-21991|ITS-176009|Cer-S-43236|Kew-49606|OSF-26842|Kew-49607|Kew-34942|Kew-34941|Fis-134959|Kew-234581|Psy-3208|Fis-475|ITS-95623|Ast-Syn-33226|Ast-Syn-29170|Cer-S-32992|ITS-599532|Fis-145181|ICH-90221445|Fis-138132|Dip-137289|Dip-193297|FLO-t14035|PSF-S-2083|Lep-182714.0|Kew-34312|Ast-Syn-32915|OSF-26630|ICH-90194563|Lep-233568.0|Cer-S-39871|Lep-182151.0|Kew-225493|Por-170054|Kew-225492|Lep-67742.0|OSF-S-15730|Cha-Syn-15177|Dip-139847|Kew-223856|Alg-56295|Ros-44283|Dip-Syn-11919|Cer-S-132248|Fis-62372|ITS-198968|Ros-19741|Lep-159225.0|Lep-181635.0,ITS-187743	C. maculatus,C. chinensis,A. calandrae,C. chinensis,C. maculatus,C. chinensis,C. maculatus	interaction:023:host,interaction:007:competition,interaction:015:interaction,interaction:023:host,interaction:023:host,interaction:023:host	host,competition,interaction,host,host,host	Bottom row: two host species ( C. maculatus , solid line;  C. chinensis , dashed line) and one parasitoid species ( A. calandrae , dotted line) apparent competition interaction (patchwise weekly host resource renewal: (a) constant 3âˆ¶3 ratio of beans per host species, (b) Poisson average 3âˆ¶3 ratio of beans per host species, (c) constant 4âˆ¶2 ratio,  C. chinensis  âˆ¶  C. maculatus , of beans and (d) Poisson average 4âˆ¶2 ratio,  C. chinensis  âˆ¶  C. maculatus , of beans).	Y	
Ecology	PLoS_ONE-2-9-1952140	10.1371/journal.pone.0000846	Kew-86839,ITS-29477,ITS-42237,ITS-40881,ITS-36962|Wtx-14954|Ast-1754|Ast-Syn-41871|Ast-Syn-42081|Ast-Syn-42090	G. mollugo,D. carota,T. aestivum,H. murinum,C. jacea	interaction:015:interaction	interaction	Echinochloa crus-galli ,  G. mollugo  and  D. carota  showed significantly stronger root-growth inhibition than  T. aestivum ,  H. murinum  and  C. jacea  in response to cyanide exposure (interaction cyanide concentration x contrast  â€˜E.	N	interaction trigger problem, species list
Ecology	PLoS_ONE-2-9-1952140	10.1371/journal.pone.0000846	BIO-nm.2627,Kew-86839	P. kilonensis,G. mollugo	interaction:023:host	host	However, when we singled out the combination of bacterial strain G11  (P. kilonensis/brassicacearum) , a cyanide-producing strain isolated from  G. mollugo  roots, with the host species  E. crus-galli,  this contrast was highly significant ( Table 2 ;  Fig. 2 ).	Y	missing interaction, missing participant
Ecology	PLoS_One_2009_Jul_28_4(7)_e6400	10.1371/journal.pone.0006400	Fis-112352,Por-170038|Por-190719|NZ-5713|Por-167668|Dip-3545|NZ-26990|Por-169042|Por-190444|Fis-29191|Dip-51431|ITS-723725|NZ-2790|NZ-24293|Por-167377|ITS-176014|Por-165771|NZ-6275|Por-171312|URM-Cn-1874|URM-2-470|Fis-118690|NZ-7887|Fis-121001,ICH-90237832|ICH-90218519|Wtx-40596|ICH-90180212|Scr-19-.03-.08-.00-.004-.000-.001-.-|Dip-56044|Rep-1424|ITS-555584|Fis-64747|Fis-1963|Fis-143763|Dip-97865|ITS-559151|Fis-113227|ITS-559471|Wtx-11829|Fis-136868|ITS-559296|ITS-764955|Fis-51931|ICH-90220170|ICH-90200602|Dip-Syn-130038|Dip-Syn-69170|Dip-136097|ITS-705301|Dip-Syn-21195|Dip-Syn-37392|OSF-S-12091|Fis-11363|ITS-176015|Fis-11365|Fis-9370|OSF-S-12514|Wtx-62819|Dip-Syn-168921|ICH-90183060,ITS-553873	New Zealand,C. novaezealandiae,C. pectoralis,C. ypsilophora	interaction:024:relationship	relationship	Confirmation has been provided from both mitochondrial HVR1 and  cytb  sequences that the New Zealand quail  C. novaezealandiae  is closely related to the Australian stubble quail  C. pectoralis  and does not show a close relationship with the Australian brown quail  C. ypsilophora  (data for the latter not shown using HVR1 sequences).Ecology	Y	interaction trigger problem
Ecology	PLoS_One_2009_Jul_28_4(7)_e6400	10.1371/journal.pone.0006400	ITS-553873,ITS-176009	C. ypsilophora,C. chinensis	interaction:024:relationship	relationship	Phylogenetic analysis also shows a close relationship between  C. ypsilophora  and  C. chinensis , suggesting that they are sister species.	Y	interaction trigger problem
Ecology	PLoS_One_2010_Feb_17_5(2)_e9264	10.1371/journal.pone.0009264	Fis-25079|Fis-30606|Fis-25696|Fis-23816|Fis-5683|Fis-28736|Fis-25028|Fis-35836|Fis-113870|Fis-63983|Fis-24372|Fis-31420|Fis-29141|Fis-25732|Fis-25734|Fis-25735|Fis-25083|Fis-25736|Fis-32580|Fis-25737|Fis-25738|Fis-25739|Fis-25611|Fis-10657,Fis-25079|Fis-30606|Fis-25696|Fis-23816|Fis-5683|Fis-28736|Fis-25028|Fis-35836|Fis-113870|Fis-63983|Fis-24372|Fis-31420|Fis-29141|Fis-25732|Fis-25734|Fis-25735|Fis-25083|Fis-25736|Fis-32580|Fis-25737|Fis-25738|Fis-25739|Fis-25611|Fis-10657,Fis-25079|Fis-30606|Fis-25696|Fis-23816|Fis-5683|Fis-28736|Fis-25028|Fis-35836|Fis-113870|Fis-63983|Fis-24372|Fis-31420|Fis-29141|Fis-25732|Fis-25734|Fis-25735|Fis-25083|Fis-25736|Fis-32580|Fis-25737|Fis-25738|Fis-25739|Fis-25611|Fis-10657,URM-Cn-6044	parrotfish,parrotfish,parrotfish,P. compressa	interaction:014:eating	feeding	Damselfish and adult parrotfish were seldom seen but juvenile parrotfish were abundant and parrotfish feeding scars were seen around CIMR, particularly on  P. compressa .	Y	missing participant
Ecology	PLoS_One_2010_Feb_17_5(2)_e9264	10.1371/journal.pone.0009264	Fis-145544|Fis-31916|Fis-162911|Fis-30455|Fis-26702|Fis-34757|Fis-31391|Fis-22164,Fis-25079|Fis-30606|Fis-25696|Fis-23816|Fis-5683|Fis-28736|Fis-25028|Fis-35836|Fis-113870|Fis-63983|Fis-24372|Fis-31420|Fis-29141|Fis-25732|Fis-25734|Fis-25735|Fis-25083|Fis-25736|Fis-32580|Fis-25737|Fis-25738|Fis-25739|Fis-25611|Fis-10657	butterflyfish,parrotfish	interaction:014:eating	feeding	Hence, only coral-feeding butterflyfish (facultative and obligate) and juvenile parrotfish were quantified over a 50Ã—6 m area within the vicinity of each disease transect.	N	missing participant
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	Fis-29435,Fis-22721,Fis-22721	tilefish,red grouper,Epinephelus morio	interaction:002:symbiosis,interaction:024:relationship	symbiotic,relationships	All â€œbioengineeredâ€ habitats such as coral banks, worm-tube mounds and reefs, sponge reefs, tilefish burrows, red grouper ( Epinephelus morio ) excavations, and similar structures are special habitats that are poorly studied and have interesting and complex symbiotic relationships.	Y	interaction trigger problem
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	URM-Cn-10209,ITS-79577,ITS-568077,Scr-3328-08-.01-.03-.00-.009-.000-.047-.-|Scr-19-.03-.03-.01-.014-.005-.028-.-|Cer-S-138663|Kew-149702|Cer-S-136627|OSF-5645|Dip-133136|Kew-170134|ITS-30993|Ast-13243|Cha-16169|ITS-181153|Mus-Syn-6961|Rhy-462350|IOP-602606|Kew-157750|URM-2-2745|ITS-561800|Hex-188862|Scr-3314-08-.01-.03-.00-.009-.000-.047-.-|Ros-41618|Ple-2786|Cha-Syn-16755|Wtx-25340|Wtx-25341|SF-SM-202114|ITS-77964|Scr-11707-19-.03-.03-.01-.015-.000-.006-.-|Kew-148088|ITS-100379|Kew-162358|Alg-32017|Ara-020216|URM-Aco-28|OSF-S-2858|Dip-Syn-135222|Lep-128251.0|Cer-7185|ITS-506647|Cer-S-136291|Lep-273142.0|ASF-1992|Rhy-158650|OSF-22481|Fis-16670|URM-Cn-3838|OSF-8171|Cha-14839|Wtx-26566|Dip-97648|MSF-1728|Kew-151327|OSF-S-12721|Cer-S-123381|Lep-242609.0|Kew-164532|Kew-156993|Kew-150568|OSF-25126|Lep-257415.0|ITS-720131|ITS-177351|Cer-S-124045|OSF-20882|Cer-S-141626|Cer-S-130455|SF-319161|Cer-S-123378|Dip-47279|Lep-77123.0|SF-109199|FLO-t7959|Dip-88493|Scr-11140-19-.03-.03-.01-.015-.000-.006-.-|Kew-157429|OSF-21071|ILD-2984-1841|Lep-39631.0|ILD-13806-11639|Cha-Syn-13676|Coc-16950|Wtx-43382|Cer-17676|ITS-519102|ITS-54141|OSF-S-18627|ITS-568116|Kew-257270|Alg-36442|FLO-s17850|Ros-46175|Kew-146357|Kew-156543|FLO-t12276|ITS-66326|Odo-3089|OSF-25289|ITS-176204|Lep-14835.0|ITS-17654|OSF-22651|OSF-21110|OSF-20355|Kew-258909|Dip-113664|Cha-13678|Wtx-27142|SF-411326|Dip-Syn-79011|ITS-554284|OSF-20921|Lep-135016.0|Lep-83819.0|ITS-596629|OSF-S-19208|ITS-562512|Rep-Syn-11511|Kew-309846|Lep-243233.0|Dip-Syn-97648|Odo-9160|Lep-242833.0|SF-179992|ITS-504522|FLO-t10009|Wtx-54376|Psy-2864|OSF-8097|Coc-9622|Alg-53792|SF-133152|OSF-S-2875|FLO-t14791|Bra-Pho-267182|OSF-S-13105|Cha-Syn-13755|Kew-155144|Ano-47372|URM-2-3995|MOS-35125038|Ara-003795|Cer-26838|OSF-20541|OSF-5660|Fis-60847|Cha-Syn-306|BSF-4271|Ves-125012|Kew-145093|Kew-155195|Myr-2025389|Cer-S-142856|ITS-61241|Kew-161255|Rep-Syn-18021|Cha-15580|IOP-597838|ITS-554121|SF-319126|SF-148480|MOS-15380|Dip-82244|Dip-141627|Fis-114176|Cer-S-136178|SF-255423	Phyllorhiza punctata,green mussels,Perna perna,P. viridis	interaction:012:invasion	invasive	Recent notable invasive species include the Australian spotted jellyfish ( Phyllorhiza punctata ) and the brown and green mussels ( Perna perna  and  P. viridis , respectively).	N	interaction trigger problem, species list
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	ITS-183803,Fis-26185	lions,cows	interaction:025:killing	killed	The growth of commercial whaling and sealing during the same period yielded increased data on the distribution of target populations, as thousands of whales and hundreds of thousands of walruses, seals, sea lions, and Steller's sea cows were hunted and killed.	N	missing participant, species trigger problem, species list
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	Fis-22921,Fis-22919	salmon,steelhead	interaction:015:interaction	interactions	Over a little more than a decade, however, the depletion of salmon and steelhead runs (as a result of dams, overfishing, loss of habitat, and hatchery fish interactions) has led to the need to protect dozens of salmonid populations.	N	interaction trigger problem
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	Fis-22921,Fis-22919,Fis-29588,Fis-22921	Chinook salmon,steelhead,green sturgeon,Chinook salmon	interaction:025:killing	killer	Federal managers recently concluded that current water-pumping operations in California's Federal Central Valley Project and the California State Water Project should be changed to ensure survival of winter and spring-run Chinook salmon, Central Valley steelhead, the southern population of North American green sturgeon, as well as southern resident killer whales that rely on Chinook salmon runs for food  [236] .	N	interaction trigger problem, species list, missing participant
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	URM-2-4047,ITS-98734	Styela clava,green crab	interaction:012:invasion,interaction:005:parasitism	invasive,parasites	Species such as the invasive tunicates  Didemnum  and  Styela clava , European green crab, Japanese oyster drill,  Spartina  (cordgrasses), and various pathogens and parasites represent ongoing threats to the regional aquaculture industry ( http://wdfw.wa.gov/fish/ans/index.htm ;  http://www.sfei.org/bioinvasions/BioInvproginfo.htm ).	N	missing participant, species list
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	Fis-22916,Fis-54081	chum salmon,herring	interaction:001:predatorprey	prey	These highly productive, diverse nearshore areas provide nursery habitat for juvenile pink and chum salmon and juvenile herring, and the annual growth of microalgae, seaweeds, and seagrasses in the intertidal and shallow subtidal zones supports many invertebrates, which are prey for fishes, seabirds, and marine mammals.	N	missing participant
Ecology	PLoS_One_2010_Aug_2_5(8)_e11914	10.1371/journal.pone.0011914	Fis-23728|Fis-29764|Fis-23873|Fis-22732|Fis-23107,Fis-24858|Fis-23714|Fis-29418|Fis-23548,Fis-26638|Fis-55090,ITS-98428	pollock,halibut,rock sole,snow crab	interaction:020:limiting	limit	Subarctic taxa, which were at the northern limit of their thermal tolerance, are now in areas formerly covered by the cold pool: the centers of distribution of 40 taxa, including pollock, halibut, rock sole, and snow crab, have moved northward an average of 34 km  [334] .	N	interaction trigger problem
Ecology	PLoS_One_2011_Mar_15_6(3)_e17651	10.1371/journal.pone.0017651	ITS-183805|Fis-29962,Lep-44122.0,BIO-sp2-1687	tiger,Parasemia plantaginis,S. marcescens	interaction:023:host	host	Thus, changes in bacterial pathogenicity were compared  in vivo  in wood tiger moth ( Parasemia plantaginis , Arctiidae) model host, which has been previously shown to vary in its resistance against different  S. marcescens  bacterial strains  [40] .	Y	species trigger problem
Ecology	PLoS_One_2011_Mar_15_6(3)_e17651	10.1371/journal.pone.0017651	ITS-183805|Fis-29962,Lep-44122.0	tiger,Parasemia plantaginis	interaction:023:host	hosts	Infection experiment and the measurement of bacterial pathogenicity Wood tiger moth larvae ( Parasemia plantaginis , Arctiidae) were used as insect model hosts, to determine changes in bacterial pathogenicity  [40] .	N	species trigger problem, missing participant
Ecology	PLoS_ONE_2009_Jun_18_4(6)_e5962	10.1371/journal.pone.0005962	Fis-25360,Fis-126220	nase,Chondrostoma toxostoma toxostoma	interaction:022:hybridising	hybrid	Costedoat et al  [35]  recently described a hybrid zone in the River Durance, a tributary of the RhÃ´ne, between two species of cyprinids:  Chondrostoma nasus nasus  (Linnaeus, 1758), the nase, and  Chondrostoma toxostoma toxostoma , the sofie.	Y	species trigger problem
Ecology	PLoS_ONE_2009_Jun_18_4(6)_e5962	10.1371/journal.pone.0005962	Fis-25360,Fis-25144,Fis-25360,Fis-25144	C. nasus,C. toxostoma,C. nasus,C. toxostoma	interaction:022:hybridising,interaction:022:hybridising	hybrids,hybrids	Based on these markers, the following groups were identified: the parent species,  C. nasus  (N) and  C. toxostoma  (S), hybrids with  C. nasus  type mtDNA (HyN) and hybrids with  C. toxostoma  type mtDNA (HyS).	Y	
Ecology	PLoS_One_2011_Feb_17_6(2)_e17275	10.1371/journal.pone.0017275	Mus-338|ITS-23041,Mus-338|ITS-184488|Mus-Syn-1061|ITS-23041|ITS-754321	Arabidopsis thaliana,A. thaliana	interaction:005:parasitism,interaction:007:competition,interaction:015:interaction	parasitism,competition,interaction	More recently, using the  Arabidopsis thaliana - Cucumber mosaic virus  pathosystem, it was demonstrated that the additional cost of parasitism due to the modification of intraspecific competition is expressed in terms of virulence or tolerance depending on the  A. thaliana  ecotype infected  [13] , thus adding another level of complexity to the studied interaction.	N	missing participant
Ecology	PLoS_ONE-3-5-2364647	10.1371/journal.pone.0002157	Dip-53969,Dip-88021	C. riparius,C. piger	interaction:022:hybridising,interaction:022:hybridising,interaction:022:hybridising	hybrids,hybrids,hybrid	While some studies indicate that  C. riparius  and  C. piger  readily form viable and fully fertile interspecific hybrids in the laboratory  [20] , others estimate fertile hybrids in the wild to be effectively absent, due to fertility reductions caused by hybrid dysgenesis syndromes  [21] .	Y	
Ecology	PLoS_ONE-3-5-2364647	10.1371/journal.pone.0002157	Dip-53969,Dip-88021	Chironomus riparius,C. piger	interaction:022:hybridising	hybrids	Discussion Chironomus riparius and C. piger behave as good species in the field Microsatellite analysis showed the presence of two distinct genotype groups without intermediates, indicating complete reproductive isolation and the absence of putative hybrids ( Figure 1A ).	Y	
Ecology	PLoS_ONE-3-5-2364647	10.1371/journal.pone.0002157	Kew-367186|OSF-S-20359|OSF-24969|Dip-Syn-151774|ITS-750323|Kew-29863|Fis-35046|Fis-161017|OSF-S-13027|Dip-Syn-88190|OSF-S-12642|ICH-90197110|Dip-153945|OSF-S-10883|OSF-S-3957|ITS-740899|Myr-2024119|ITS-543838|Scr-19-.01-.02-.00-.004-.000-.014-.-|Fis-123692|Fis-150885|Cer-S-27177|Dip-153090|Scr-14-.00-.07-.00-.007-.000-.002-.-|Cha-3626|Dip-63336|OSF-S-15625|Cer-S-25166|Cer-S-127455|OSF-25132|OSF-S-13909|ICH-90241050|Kew-238171|Fis-156653|Cha-4715|OSF-7267|OSF-S-1188|Rep-1831|Kew-238170|Cha-Syn-4644|OSF-S-19730|ICH-90204911|Cha-Syn-4643|Ara-025100|Cer-S-32999|Wtx-66399|Dip-12107|ITS-187745|Fis-139023|Myr-2024135|Cha-Syn-5254|Dip-Syn-162621|Rep-Syn-11509|OSF-S-14306|Ten-433|ICH-90182964|Rep-Syn-15519|ITS-555308|OSF-S-1135|ITS-610922|Kew-50925|OSF-S-15212|Cha-5100|Wtx-53284|ICH-90219757|Cer-S-74523|Cer-S-28069|ICH-90197578|Ara-021808|OSF-18823,Dip-85387|Dip-151534,Fis-24730	C. pulcher,C. imicola,sunny	interaction:007:competition	competition	Perhaps the most impressive example of interspecies competition avoidance is the spatial repartition of temporary rain water puddles by  C. pulcher  and  C. imicola  into shaded and sunny regions on a very small scale  [30] .	Y	species trigger problem
Ecology	PLoS_One_2010_Mar_9_5(3)_e9607	10.1371/journal.pone.0009607	Dip-Syn-20123,Dip-107324	D. melanogaster,D. sechellia	interaction:021:mating	mating	Rapid quantitative variation in pheromonal levels has been postulated in  D. melanogaster  in a different social context  [53] ; females in several Drosophila species produce an anal droplet of volatile mating-stimulating material  [56] ,  [57] ,  [58] , and a similar phenomenon has been described in the closely related species  D. sechellia   [59] .	N	interaction trigger problem
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-26735,Fis-10298,Fis-31880,Fis-32983|Fis-131821,Fis-22215|Fis-29358	barred sandperch,Parapercis nebulosa,Parapercis clathrata,bottlenose,dolphins	interaction:001:predatorprey	prey	Spongers are suspected to target one or few benthic prey species, including the barred sandperch,  Parapercis nebulosa , previously mis-identified as  Parapercis clathrata   [14] , whose confamilials are consumed by bottlenose dolphins elsewhere  [17] .	Y	species list
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-29532,Fis-22215|Fis-29358	spiny,dolphins	interaction:001:predatorprey	prey	The sponge is thought to function as a shield by providing protection from the sharp and rough seafloor, and possibly venomous or spiny benthic marine organisms, while dolphins search for and extract prey  [13] ,  [14] .	N	missing participant, interaction trigger problem
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22215|Fis-29358,Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770,Fis-22215|Fis-29358	dolphins,Shark,dolphins	interaction:001:predatorprey	prey	So in contrast to other extractive tool users  [12] , dolphins appear to have the anatomical machinery necessary for the task at hand leaving one to consider: Why do Shark Bay dolphins probe or skim the substrate with their rostra and risk injury instead of simply echolocating for prey?	N	missing participant, species trigger problem
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22215|Fis-29358,Fis-26735,Fis-10298	dolphin,barred sandperch,Parapercis nebulosa	interaction:001:predatorprey	prey	( A ) marine basket sponge ( Echinodyctium mesenterinum ), ( B ) dolphin wearing a sponge on its rostrum, ( C ) substrate littered with rock, shell, and debris, ( D ) hiding prey, barred sandperch ( Parapercis nebulosa ).	Y	missing participant
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-32983|Fis-131821,Fis-22215|Fis-29358	bottlenose,dolphins	interaction:001:predatorprey,interaction:001:predatorprey	prey,prey	While some odontocetes are capable of echolocating swimbladderless prey (cephalopod detection by  Globicephala , Ziphiidae, and Physeteridae  [33] ,  [34] ), the majority of these cetaceans' prey are free swimming, not buried  [35] , and echolocation in these cephalopod specialists appears to be modified by longer click intervals and higher source levels when compared to bottlenose dolphins  [36] .	N	missing participant
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770,Fis-22215|Fis-29358,Fis-22215|Fis-29358	Shark,Dolphin,dolphins	interaction:001:predatorprey,interaction:001:predatorprey	prey,prey	Finally, a permutation test revealed that the number of prey families extracted during  Sponging  that lack swimbladders was significantly greater than expected when compared to 27 years of data from the Shark Bay Dolphin Research Project's long-term study (Pâ€Š=â€Š0.0132,  Table S1 ), suggesting that sponging is the primary way dolphins access swimbladderless prey.	N	missing participant, species trigger problem
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770,Fis-22215|Fis-29358,Fis-22215|Fis-29358	Shark,dolphins,dolphins	interaction:001:predatorprey	prey	To make matters more difficult, Shark Bay channels are strewn with fragmented rock, shell, and coral that are not only likely to injure dolphins' rostra, but also create an echo-cluttering environment leaving dolphins â€˜acoustically blindâ€™ to swimbladderless prey.	N	missing participant, species trigger problem
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770,Fis-22215|Fis-29358	Shark,dolphins	interaction:001:predatorprey	prey	Furthermore, when compared to the rest of the Shark Bay population, sponging dolphins appear to specialize in prey that lack swimbladders allowing them to occupy an empty ecological niche.	N	missing participant, species trigger problem
